Type,Commodity,KGs,Value_of_Goods_Exported,Date
Cut-flowers,Tuberose,2963.66,765964,03/25/2015 12:00:00 AM
Cut-flowers,Veronica,46989.03,12837264,03/25/2015 12:00:00 AM
Cut-flowers,Hydrangea,34229.31,18123168,03/25/2015 12:00:00 AM
Cut-flowers,Carnation cuttings,0,0,03/25/2015 12:00:00 AM
Cut-flowers,Chrysanthemums cuttings,1560,1244106,03/25/2015 12:00:00 AM
Cut-flowers,Cuttings,517194.31,469551985,03/25/2015 12:00:00 AM
Cut-flowers,Fuchsia cuttings,44.87,24656,03/25/2015 12:00:00 AM
Cut-flowers,Geranium cuttings,609,1291615579,03/25/2015 12:00:00 AM
Cut-flowers,Osteospermum cuttings,204,532940,03/25/2015 12:00:00 AM
Cut-flowers,Pelargonium cuttings,2084.13,3557541,03/25/2015 12:00:00 AM
Cut-flowers,Rose cuttings,590,389305,03/25/2015 12:00:00 AM
Fruits,Apple,4443,1602913,03/25/2015 12:00:00 AM
Fruits,Avocado,2584639.02,280710051,03/25/2015 12:00:00 AM
Fruits,Banana,150,53052,03/25/2015 12:00:00 AM
Fruits,Custard apple / sour sop,26346,4824586,03/25/2015 12:00:00 AM
Fruits,Lemon,415.75,106560,03/25/2015 12:00:00 AM
Fruits,Passion fruit juice,0,0,03/25/2015 12:00:00 AM
Fruits,Passion,50506.02,11322102,03/25/2015 12:00:00 AM
Fruits,Pawpaw,50,10542,03/25/2015 12:00:00 AM
Fruits,Raspberries/blisses,445.8,734630,03/25/2015 12:00:00 AM
Fruits,Strawberry,523.2,103093,03/25/2015 12:00:00 AM
Fruits,Mango,714290.05,103856783,03/25/2015 12:00:00 AM
Fruits,Macadamia,87057,93389231,03/25/2015 12:00:00 AM
Vegetables,Aloe vera,0,0,03/25/2015 12:00:00 AM
Vegetables,Melissa,0,0,03/25/2015 12:00:00 AM
Vegetables,Pepper mint,1210,544151,03/25/2015 12:00:00 AM
Vegetables,Tarragon,0,0,03/25/2015 12:00:00 AM
Vegetables,Chillies dried,1121,160553,03/25/2015 12:00:00 AM
Vegetables,Basil,10627.44,5716473,03/25/2015 12:00:00 AM
Vegetables,Celery,0,0,03/25/2015 12:00:00 AM
Vegetables,Chillies,78575.02,24351976,03/25/2015 12:00:00 AM
Vegetables,Chives,1697,802781,03/25/2015 12:00:00 AM
Vegetables,Coriander/dhania,163,61983,03/25/2015 12:00:00 AM
Vegetables,Curry leaves/limdi,0,0,03/25/2015 12:00:00 AM
Vegetables,Dill,509,189126,03/25/2015 12:00:00 AM
Vegetables,Leeks,18,9909,03/25/2015 12:00:00 AM
Vegetables,Onions,7524.11,1451355,03/25/2015 12:00:00 AM
Vegetables,Parsley,21.6,10885,03/25/2015 12:00:00 AM
Vegetables,Rosemary,184.23,83734,03/25/2015 12:00:00 AM
Vegetables,Thyme,841.15,329565,03/25/2015 12:00:00 AM
Vegetables,Amaranthus leaves,0,0,03/25/2015 12:00:00 AM
Vegetables,Arrow roots(nduma),0,0,03/25/2015 12:00:00 AM
Vegetables,Asparagus,0,0,03/25/2015 12:00:00 AM
Vegetables,Aubergines,87241,19602525,03/25/2015 12:00:00 AM
Vegetables,Baby corn,6319.85,2160888,03/25/2015 12:00:00 AM
Vegetables,Fine beans,2112257.29,489059423,03/25/2015 12:00:00 AM
Vegetables,Beetroot,63,35474,03/25/2015 12:00:00 AM
Vegetables,Broccoli,57487.77,18638247,03/25/2015 12:00:00 AM
Vegetables,Butter nuts,0,0,03/25/2015 12:00:00 AM
Vegetables,Cabbage,0,0,03/25/2015 12:00:00 AM
Vegetables,Carrots,437.4,167338,03/25/2015 12:00:00 AM
Vegetables,Courgettes/zucchine,4280.54,612038,03/25/2015 12:00:00 AM
Vegetables,Cucumber,0,0,03/25/2015 12:00:00 AM
Vegetables,Dudhi,809,262580,03/25/2015 12:00:00 AM
Vegetables,Garden peas,10528.97,5243084,03/25/2015 12:00:00 AM
Vegetables,Green maize,0,0,03/25/2015 12:00:00 AM
Vegetables,Gunda,529,143591,03/25/2015 12:00:00 AM
Vegetables,Karella,4685,1566730,03/25/2015 12:00:00 AM
Vegetables,Matoke,102,25202,03/25/2015 12:00:00 AM
Vegetables,Mixed vegetables,2824292.4,717718712,03/25/2015 12:00:00 AM
Vegetables,Okra,2610,842697,03/25/2015 12:00:00 AM
Vegetables,Patra/arrow root leaves,2070,594442,03/25/2015 12:00:00 AM
Vegetables,Pumpkin,0,0,03/25/2015 12:00:00 AM
Vegetables,Rhubarb,0,0,03/25/2015 12:00:00 AM
Cut-flowers,Germini,0,0,06/25/2015 12:00:00 AM
Vegetables,Runner beans,24122.7,7166207,03/25/2015 12:00:00 AM
Vegetables,Serenade,566,340579,03/25/2015 12:00:00 AM
Vegetables,Snap peas,81955.69,47781444,03/25/2015 12:00:00 AM
Vegetables,Snow/mangetout,190727.46,60853618,03/25/2015 12:00:00 AM
Vegetables,Spinach/palak,0,0,03/25/2015 12:00:00 AM
Vegetables,Sugar cane,0,0,03/25/2015 12:00:00 AM
Vegetables,Sweet potatoes,0,0,03/25/2015 12:00:00 AM
Vegetables,Tindori/ivy guard,0,0,03/25/2015 12:00:00 AM
Vegetables,Tomato,0,0,03/25/2015 12:00:00 AM
Vegetables,Turia,0,0,03/25/2015 12:00:00 AM
Vegetables,Turnips,189,90247,03/25/2015 12:00:00 AM
Vegetables,Valore,60,20668,03/25/2015 12:00:00 AM
Vegetables,Bean processed,360840,48746191,03/25/2015 12:00:00 AM
Vegetables,Snow/mangetout,0,0,03/25/2015 12:00:00 AM
Vegetables,Herbs,84357.82,43240589,03/25/2015 12:00:00 AM
Cut-flowers,Anthurium leaves,893.71,245605,04/25/2015 12:00:00 AM
Cut-flowers,Cut foliage,3281.63,1225144,04/25/2015 12:00:00 AM
Cut-flowers,Fillers,1509.87,1325108,04/25/2015 12:00:00 AM
Cut-flowers,Leather leaves/fern,1417.94,671538,04/25/2015 12:00:00 AM
Cut-flowers,Ranunculus,70,28924,04/25/2015 12:00:00 AM
Cut-flowers,Dried carnations,0,0,04/25/2015 12:00:00 AM
Cut-flowers,Dried rose,0,0,04/25/2015 12:00:00 AM
Cut-flowers,Achillea,0,0,04/25/2015 12:00:00 AM
Cut-flowers,Agapanthus,3285.12,999955,04/25/2015 12:00:00 AM
Cut-flowers,Alstroemeria,84869.23,40030186,04/25/2015 12:00:00 AM
Cut-flowers,Amaranthus,437.15,183857,04/25/2015 12:00:00 AM
Cut-flowers,Ammi,15486.14,6090309,04/25/2015 12:00:00 AM
Cut-flowers,Anigozanthos,0,0,04/25/2015 12:00:00 AM
Cut-flowers,Anthurium,7530.26,2322071,04/25/2015 12:00:00 AM
Cut-flowers,Arabicum / saundersiea,12570.43,2921925,04/25/2015 12:00:00 AM
Cut-flowers,Asclepias,46.2,7265,04/25/2015 12:00:00 AM
Cut-flowers,Asparagus fern,0,0,04/25/2015 12:00:00 AM
Cut-flowers,Assorted/bouquet,2256.18,1424228,04/25/2015 12:00:00 AM
Cut-flowers,Asters,1.67,357,04/25/2015 12:00:00 AM
Cut-flowers,Astrantia,3285.15,1380681,04/25/2015 12:00:00 AM
Cut-flowers,Bougainvillea,729.08,467513,04/25/2015 12:00:00 AM
Cut-flowers,Bouvadia,6406.74,3816221,04/25/2015 12:00:00 AM
Cut-flowers,Brodiaea,72.19,44409,04/25/2015 12:00:00 AM
Cut-flowers,Bupleurum,1317.84,1010015,04/25/2015 12:00:00 AM
Cut-flowers,Callistaphus,0,0,04/25/2015 12:00:00 AM
Cut-flowers,Calla lillies,29856.52,45334128,04/25/2015 12:00:00 AM
Cut-flowers,Campanula,0,0,04/25/2015 12:00:00 AM
Cut-flowers,Carnation / dianthus,216207.25,86503014,04/25/2015 12:00:00 AM
Cut-flowers,Carthamus,0,,04/25/2015 12:00:00 AM
Vegetables,Tarragon,0,0,08/25/2015 12:00:00 AM
Cut-flowers,Celosia/wool flowers,0,0,04/25/2015 12:00:00 AM
Cut-flowers,Chrysanthemums,9969.15,2709458,04/25/2015 12:00:00 AM
Cut-flowers,Craspedia,6322.78,1637204,04/25/2015 12:00:00 AM
Cut-flowers,Crocosmia / montbretia,3752.32,1672693,04/25/2015 12:00:00 AM
Cut-flowers,Delphinium,4061.44,2742125,04/25/2015 12:00:00 AM
Cut-flowers,Eryngium,7768.38,3752759,04/25/2015 12:00:00 AM
Cut-flowers,Eucalyptus,1051.71,325965,04/25/2015 12:00:00 AM
Cut-flowers,Euphorbia,198.66,52219,04/25/2015 12:00:00 AM
Cut-flowers,Fennel/feoniculum,9.5,1663,04/25/2015 12:00:00 AM
Cut-flowers,Freesia,1824.79,916847,04/25/2015 12:00:00 AM
Cut-flowers,Gerbera,0,0,04/25/2015 12:00:00 AM
Cut-flowers,Germini,0,0,04/25/2015 12:00:00 AM
Cut-flowers,Gladiolus,10,1857,04/25/2015 12:00:00 AM
Cut-flowers,Grass,556.88,277552,04/25/2015 12:00:00 AM
Cut-flowers,Gypsophilla / million stars,186490.28,55487387,04/25/2015 12:00:00 AM
Cut-flowers,Heliconia,0,0,04/25/2015 12:00:00 AM
Cut-flowers,Helianthus/sunflower,7275.59,2187680,04/25/2015 12:00:00 AM
Cut-flowers,Hypericum,86520.61,39151959,04/25/2015 12:00:00 AM
Cut-flowers,Ivy plants/hederas,0,0,04/25/2015 12:00:00 AM
Cut-flowers,Kangaroo paw,1506.09,241624,04/25/2015 12:00:00 AM
Cut-flowers,Lavender,130.18,23719,04/25/2015 12:00:00 AM
Cut-flowers,Liatris,624,84286,04/25/2015 12:00:00 AM
Cut-flowers,Lilies/longiflora,29657.56,17001837,04/25/2015 12:00:00 AM
Cut-flowers,Lisianthus/eustoma,98.37,111334,04/25/2015 12:00:00 AM
Cut-flowers,Mathiola,28522.85,15065939,04/25/2015 12:00:00 AM
Cut-flowers,Mixed flowers,179417,80947599,04/25/2015 12:00:00 AM
Cut-flowers,Mobbydick,1885.37,430416,04/25/2015 12:00:00 AM
Cut-flowers,Molucella,0,0,04/25/2015 12:00:00 AM
Cut-flowers,Orchids/cymbidium,0,0,04/25/2015 12:00:00 AM
Cut-flowers,Ornithogulum,19067.96,8603042,04/25/2015 12:00:00 AM
Cut-flowers,Papyrus,0,0,04/25/2015 12:00:00 AM
Cut-flowers,Phlox,3440.44,1211005,04/25/2015 12:00:00 AM
Cut-flowers,Rosemary,1856.79,524894,04/25/2015 12:00:00 AM
Cut-flowers,Roses,9545018.83,3502295002,04/25/2015 12:00:00 AM
Cut-flowers,Rudbeckia,307.08,81733,04/25/2015 12:00:00 AM
Cut-flowers,Ruscus/flower cabbage,3461.45,1553083,04/25/2015 12:00:00 AM
Cut-flowers,Scabiosa,2356.21,548032,04/25/2015 12:00:00 AM
Cut-flowers,Setaria,6.47,3599,04/25/2015 12:00:00 AM
Cut-flowers,Solidago,90537.47,37139334,04/25/2015 12:00:00 AM
Cut-flowers,Statice/limonium,74986.13,23970139,04/25/2015 12:00:00 AM
Cut-flowers,Strelitzia/birds of paradise,216.8,81283,04/25/2015 12:00:00 AM
Cut-flowers,Tuberose,2531.69,709511,04/25/2015 12:00:00 AM
Cut-flowers,Veronica,58328.45,17001541,04/25/2015 12:00:00 AM
Vegetables,Turia,0,0,08/25/2015 12:00:00 AM
Cut-flowers,Hydrangea,23456.34,11588268,04/25/2015 12:00:00 AM
Cut-flowers,Carnation cuttings,13452,4814643,04/25/2015 12:00:00 AM
Cut-flowers,Chrysanthemums cuttings,0,0,04/25/2015 12:00:00 AM
Cut-flowers,Cuttings,85434.27,272541229,04/25/2015 12:00:00 AM
Cut-flowers,Fuchsia cuttings,0,0,04/25/2015 12:00:00 AM
Cut-flowers,Geranium cuttings,84,179722,04/25/2015 12:00:00 AM
Cut-flowers,Osteospermum cuttings,0,0,04/25/2015 12:00:00 AM
Cut-flowers,Pelargonium cuttings,0,0,04/25/2015 12:00:00 AM
Cut-flowers,Rose cuttings,0,0,04/25/2015 12:00:00 AM
Fruits,Apple,19,1071,04/25/2015 12:00:00 AM
Fruits,Avocado,3512794.1,356620082,04/25/2015 12:00:00 AM
Fruits,Banana,143,31575,04/25/2015 12:00:00 AM
Fruits,Custard apple / sour sop,31395,5645889,04/25/2015 12:00:00 AM
Fruits,Lemon,373,259127,04/25/2015 12:00:00 AM
Fruits,Passion fruit juice,0,0,04/25/2015 12:00:00 AM
Fruits,Passion,38700.12,9300567,04/25/2015 12:00:00 AM
Fruits,Pawpaw,25,6817,04/25/2015 12:00:00 AM
Fruits,Pineapple,722,76324,04/25/2015 12:00:00 AM
Fruits,Raspberries/blisses,2592,2020426,04/25/2015 12:00:00 AM
Fruits,Strawberry,0,0,04/25/2015 12:00:00 AM
Fruits,Mango,95541.1,14908278,04/25/2015 12:00:00 AM
Fruits,Macadamia,168262.6,159286424,04/25/2015 12:00:00 AM
Vegetables,Aloe vera,80,98568,04/25/2015 12:00:00 AM
Vegetables,Melissa,0,0,04/25/2015 12:00:00 AM
Vegetables,Pepper mint,949.99,336484,04/25/2015 12:00:00 AM
Vegetables,Tarragon,12,6402,04/25/2015 12:00:00 AM
Vegetables,Chillies dried,0,0,04/25/2015 12:00:00 AM
Vegetables,Basil,22509.72,9221628,04/25/2015 12:00:00 AM
Vegetables,Chillies,144357.1,39626944,04/25/2015 12:00:00 AM
Vegetables,Chives,6523.82,2601844,04/25/2015 12:00:00 AM
Vegetables,Coriander/dhania,619.35,189290,04/25/2015 12:00:00 AM
Vegetables,Curry leaves/limdi,250,21529,04/25/2015 12:00:00 AM
Vegetables,Dill,2642.63,662103,04/25/2015 12:00:00 AM
Vegetables,Leeks,58.8,38804,04/25/2015 12:00:00 AM
Vegetables,Onions,4697.2,1956279,04/25/2015 12:00:00 AM
Vegetables,Parsley,282.05,65704,04/25/2015 12:00:00 AM
Vegetables,Rosemary,586.43,203007,04/25/2015 12:00:00 AM
Vegetables,Thyme,1389.38,377358,04/25/2015 12:00:00 AM
Vegetables,Amaranthus leaves,0,0,04/25/2015 12:00:00 AM
Vegetables,Arrow roots(nduma),0,0,04/25/2015 12:00:00 AM
Vegetables,Asparagus,0,0,04/25/2015 12:00:00 AM
Vegetables,Aubergines,116422.4,23326447,04/25/2015 12:00:00 AM
Vegetables,Baby corn,5989.86,2083852,04/25/2015 12:00:00 AM
Vegetables,Fine beans,1789573.42,399694810,04/25/2015 12:00:00 AM
Vegetables,Beetroot,102.06,72660,04/25/2015 12:00:00 AM
Vegetables,Broccoli,85218.3,39778693,04/25/2015 12:00:00 AM
Vegetables,Butter nuts,15,32,04/25/2015 12:00:00 AM
Vegetables,Cabbage,20,91,04/25/2015 12:00:00 AM
Vegetables,Carrots,855.32,319164,04/25/2015 12:00:00 AM
Vegetables,Courgettes/zucchine,905.22,227902,04/25/2015 12:00:00 AM
Vegetables,Cucumber,10,50,04/25/2015 12:00:00 AM
Vegetables,Dudhi,2263,649345,04/25/2015 12:00:00 AM
Vegetables,Garden peas,7005.2,2645532,04/25/2015 12:00:00 AM
Vegetables,Green maize,0,0,04/25/2015 12:00:00 AM
Vegetables,Gunda,845,172950,04/25/2015 12:00:00 AM
Vegetables,Karella,11285.5,3316584,04/25/2015 12:00:00 AM
Vegetables,Matoke,874,187686,04/25/2015 12:00:00 AM
Vegetables,Mixed vegetables,3565356.17,633365327,04/25/2015 12:00:00 AM
Vegetables,Okra,21017.25,4187898,04/25/2015 12:00:00 AM
Vegetables,Patra/arrow root leaves,1612,568511,04/25/2015 12:00:00 AM
Vegetables,Pumpkin,0,0,04/25/2015 12:00:00 AM
Vegetables,Rhubarb,0,0,04/25/2015 12:00:00 AM
Vegetables,Runner beans,48257.64,18683855,04/25/2015 12:00:00 AM
Vegetables,Serenade,1350,794412,04/25/2015 12:00:00 AM
Vegetables,Snap peas,48203.15,16369222,04/25/2015 12:00:00 AM
Vegetables,Snow/mangetout,134523.86,54629527,04/25/2015 12:00:00 AM
Vegetables,Spinach/palak,0,0,04/25/2015 12:00:00 AM
Vegetables,Sugar cane,0,0,04/25/2015 12:00:00 AM
Vegetables,Sweet potatoes,0,0,04/25/2015 12:00:00 AM
Vegetables,Tindori/ivy guard,38.7,19376,04/25/2015 12:00:00 AM
Vegetables,Tomato,10,46,04/25/2015 12:00:00 AM
Vegetables,Turia,216.2,39111,04/25/2015 12:00:00 AM
Vegetables,Turnips,137.8,39781,04/25/2015 12:00:00 AM
Vegetables,Valore,155,48275,04/25/2015 12:00:00 AM
Vegetables,Bean processed,588917,82253200,04/25/2015 12:00:00 AM
Vegetables,Snow/mangetout,0,0,04/25/2015 12:00:00 AM
Vegetables,Herbs,69856.22,32569671,04/25/2015 12:00:00 AM
Cut-flowers,Anthurium leaves,28.97,3571,05/25/2015 12:00:00 AM
Cut-flowers,Cut foliage,4256.69,1548550,05/25/2015 12:00:00 AM
Cut-flowers,Fillers,147.04,68545,05/25/2015 12:00:00 AM
Cut-flowers,Leather leaves/fern,376.13,145252,05/25/2015 12:00:00 AM
Cut-flowers,Ranunculus,100,41321,05/25/2015 12:00:00 AM
Cut-flowers,Dried carnations,0,0,05/25/2015 12:00:00 AM
Cut-flowers,Dried rose,16,74468,05/25/2015 12:00:00 AM
Cut-flowers,Achillea,0,0,05/25/2015 12:00:00 AM
Cut-flowers,Agapanthus,4411.77,1173573,05/25/2015 12:00:00 AM
Cut-flowers,Alstroemeria,73943.41,28156674,05/25/2015 12:00:00 AM
Cut-flowers,Amaranthus,76.59,110535,05/25/2015 12:00:00 AM
Cut-flowers,Ammi,5152.55,2538003,05/25/2015 12:00:00 AM
Cut-flowers,Anigozanthos,0,0,05/25/2015 12:00:00 AM
Cut-flowers,Anthurium,1427.02,282274,05/25/2015 12:00:00 AM
Cut-flowers,Arabicum / saundersiea,9285.92,2407720,05/25/2015 12:00:00 AM
Cut-flowers,Asclepias,16.5,2543,05/25/2015 12:00:00 AM
Cut-flowers,Asparagus fern,7.44,2270,05/25/2015 12:00:00 AM
Cut-flowers,Assorted/bouquet,378.07,108579,05/25/2015 12:00:00 AM
Cut-flowers,Asters,0,0,05/25/2015 12:00:00 AM
Cut-flowers,Astrantia,7856.62,5878429,05/25/2015 12:00:00 AM
Cut-flowers,Bougainvillea,1563.53,715589,05/25/2015 12:00:00 AM
Cut-flowers,Bouvadia,6174.14,3699108,05/25/2015 12:00:00 AM
Cut-flowers,Brodiaea,0,0,05/25/2015 12:00:00 AM
Cut-flowers,Bupleurum,2274.16,1609686,05/25/2015 12:00:00 AM
Cut-flowers,Callistaphus,0,0,05/25/2015 12:00:00 AM
Cut-flowers,Calla lillies,28760.46,41249194,05/25/2015 12:00:00 AM
Cut-flowers,Campanula,0,0,05/25/2015 12:00:00 AM
Cut-flowers,Carnation / dianthus,276264.13,104119340,05/25/2015 12:00:00 AM
Cut-flowers,Carthamus,0,,05/25/2015 12:00:00 AM
Cut-flowers,Celosia/wool flowers,0,0,05/25/2015 12:00:00 AM
Cut-flowers,Chrysanthemums,8872.5,3524040,05/25/2015 12:00:00 AM
Cut-flowers,Craspedia,4855.45,1386139,05/25/2015 12:00:00 AM
Cut-flowers,Crocosmia / montbretia,3668.5,1502753,05/25/2015 12:00:00 AM
Cut-flowers,Delphinium,1947.25,1192887,05/25/2015 12:00:00 AM
Cut-flowers,Eryngium,9753.11,5621824,05/25/2015 12:00:00 AM
Cut-flowers,Eucalyptus,438.23,127873,05/25/2015 12:00:00 AM
Cut-flowers,Euphorbia,150.74,36779,05/25/2015 12:00:00 AM
Cut-flowers,Fennel/feoniculum,0,0,05/25/2015 12:00:00 AM
Cut-flowers,Freesia,1180.07,614551,05/25/2015 12:00:00 AM
Cut-flowers,Gerbera,0,0,05/25/2015 12:00:00 AM
Cut-flowers,Germini,0,0,05/25/2015 12:00:00 AM
Cut-flowers,Gladiolus,3.95,1714,05/25/2015 12:00:00 AM
Cut-flowers,Grass,543.37,1384352,05/25/2015 12:00:00 AM
Fruits,Pawpaw,10,2727,05/25/2015 12:00:00 AM
Cut-flowers,Gypsophilla / million stars,150637.15,47671360,05/25/2015 12:00:00 AM
Cut-flowers,Heliconia,0,0,05/25/2015 12:00:00 AM
Cut-flowers,Helianthus/sunflower,3536.59,829580,05/25/2015 12:00:00 AM
Cut-flowers,Hypericum,100914.5,51701461,05/25/2015 12:00:00 AM
Cut-flowers,Ivy plants/hederas,0,0,05/25/2015 12:00:00 AM
Cut-flowers,Kangaroo paw,1544.22,262113,05/25/2015 12:00:00 AM
Cut-flowers,Lavender,139.89,38590,05/25/2015 12:00:00 AM
Cut-flowers,Liatris,0,0,05/25/2015 12:00:00 AM
Cut-flowers,Lilies/longiflora,28208.05,15492768,05/25/2015 12:00:00 AM
Cut-flowers,Lisianthus/eustoma,141.68,148482,05/25/2015 12:00:00 AM
Cut-flowers,Mathiola,13952.82,7790220,05/25/2015 12:00:00 AM
Cut-flowers,Mixed flowers,242764.03,120510340,05/25/2015 12:00:00 AM
Cut-flowers,Mobbydick,1161.14,261089,05/25/2015 12:00:00 AM
Cut-flowers,Molucella,492.8,148709,05/25/2015 12:00:00 AM
Cut-flowers,Orchids/cymbidium,0,0,05/25/2015 12:00:00 AM
Cut-flowers,Ornithogulum,13908.99,5656378,05/25/2015 12:00:00 AM
Cut-flowers,Papyrus,0,0,05/25/2015 12:00:00 AM
Cut-flowers,Phlox,4006.53,1883735,05/25/2015 12:00:00 AM
Cut-flowers,Rosemary,1911.86,812340,05/25/2015 12:00:00 AM
Cut-flowers,Roses,9510998.39,3531459457,05/25/2015 12:00:00 AM
Cut-flowers,Rudbeckia,423.17,99895,05/25/2015 12:00:00 AM
Cut-flowers,Ruscus/flower cabbage,3813.76,2333757,05/25/2015 12:00:00 AM
Cut-flowers,Scabiosa,1910.62,449399,05/25/2015 12:00:00 AM
Cut-flowers,Setaria,0,0,05/25/2015 12:00:00 AM
Cut-flowers,Solidago,92109.65,39788965,05/25/2015 12:00:00 AM
Cut-flowers,Statice/limonium,68203.01,25008505,05/25/2015 12:00:00 AM
Cut-flowers,Strelitzia/birds of paradise,311.76,87836,05/25/2015 12:00:00 AM
Cut-flowers,Tuberose,2278.95,526384,05/25/2015 12:00:00 AM
Cut-flowers,Veronica,59719.64,18444672,05/25/2015 12:00:00 AM
Cut-flowers,Hydrangea,8303.7,4928731,05/25/2015 12:00:00 AM
Cut-flowers,Carnation cuttings,6.5,3025,05/25/2015 12:00:00 AM
Cut-flowers,Chrysanthemums cuttings,2527.07,128035889,05/25/2015 12:00:00 AM
Cut-flowers,Cuttings,80102.33,218040101,05/25/2015 12:00:00 AM
Cut-flowers,Fuchsia cuttings,0,0,05/25/2015 12:00:00 AM
Cut-flowers,Geranium cuttings,5.86,31252,05/25/2015 12:00:00 AM
Cut-flowers,Osteospermum cuttings,12,22887,05/25/2015 12:00:00 AM
Cut-flowers,Pelargonium cuttings,18,23600,05/25/2015 12:00:00 AM
Cut-flowers,Rose cuttings,130,60874,05/25/2015 12:00:00 AM
Fruits,Apple,2010,355628,05/25/2015 12:00:00 AM
Fruits,Avocado,3497654.33,400999603,05/25/2015 12:00:00 AM
Fruits,Banana,144,57899,05/25/2015 12:00:00 AM
Fruits,Custard apple / sour sop,13561,2226493,05/25/2015 12:00:00 AM
Fruits,Lemon,889,534084,05/25/2015 12:00:00 AM
Fruits,Passion fruit juice,0,0,05/25/2015 12:00:00 AM
Fruits,Passion,37533.84,9684962,05/25/2015 12:00:00 AM
Fruits,Pineapple,216,1960,05/25/2015 12:00:00 AM
Fruits,Raspberries/blisses,5512,5533502,05/25/2015 12:00:00 AM
Fruits,Strawberry,0,0,05/25/2015 12:00:00 AM
Fruits,Mango,109792.48,16844344,05/25/2015 12:00:00 AM
Fruits,Macadamia,0,0,05/25/2015 12:00:00 AM
Vegetables,Aloe vera,0,0,05/25/2015 12:00:00 AM
Vegetables,Melissa,0,0,05/25/2015 12:00:00 AM
Vegetables,Pepper mint,1614.48,779076,05/25/2015 12:00:00 AM
Vegetables,Tarragon,3,1905,05/25/2015 12:00:00 AM
Vegetables,Chillies dried,680,146762,05/25/2015 12:00:00 AM
Vegetables,Basil,10692.2,3903408,05/25/2015 12:00:00 AM
Vegetables,Celery,0,0,05/25/2015 12:00:00 AM
Vegetables,Turnips,0,0,08/25/2015 12:00:00 AM
Vegetables,Chillies,110564.28,34639231,05/25/2015 12:00:00 AM
Vegetables,Chives,5285.95,2197364,05/25/2015 12:00:00 AM
Vegetables,Coriander/dhania,1575.78,427958,05/25/2015 12:00:00 AM
Vegetables,Curry leaves/limdi,250,21529,05/25/2015 12:00:00 AM
Vegetables,Dill,495.62,187736,05/25/2015 12:00:00 AM
Vegetables,Leeks,108.24,73366,05/25/2015 12:00:00 AM
Vegetables,Onions,3060.98,1267378,05/25/2015 12:00:00 AM
Vegetables,Parsley,428.37,190831,05/25/2015 12:00:00 AM
Vegetables,Rosemary,370.08,120118,05/25/2015 12:00:00 AM
Vegetables,Thyme,937.24,409000,05/25/2015 12:00:00 AM
Vegetables,Amaranthus leaves,0,0,05/25/2015 12:00:00 AM
Vegetables,Arrow roots(nduma),0,0,05/25/2015 12:00:00 AM
Vegetables,Asparagus,100,36599,05/25/2015 12:00:00 AM
Vegetables,Aubergines,92496.24,20071975,05/25/2015 12:00:00 AM
Vegetables,Baby corn,6774.72,2403175,05/25/2015 12:00:00 AM
Vegetables,Fine beans,1909563.03,521513082,05/25/2015 12:00:00 AM
Vegetables,Beetroot,102.06,72659,05/25/2015 12:00:00 AM
Vegetables,Broccoli,51633.59,19663393,05/25/2015 12:00:00 AM
Vegetables,Butter nuts,23,7715,05/25/2015 12:00:00 AM
Vegetables,Cabbage,0,0,05/25/2015 12:00:00 AM
Vegetables,Carrots,2109.54,677016,05/25/2015 12:00:00 AM
Vegetables,Courgettes/zucchine,2741.68,203190,05/25/2015 12:00:00 AM
Vegetables,Cucumber,0,0,05/25/2015 12:00:00 AM
Vegetables,Dudhi,2047,652698,05/25/2015 12:00:00 AM
Vegetables,Garden peas,4515.8,2334011,05/25/2015 12:00:00 AM
Vegetables,Green maize,0,0,05/25/2015 12:00:00 AM
Vegetables,Gunda,758.7,148863,05/25/2015 12:00:00 AM
Vegetables,Karella,9613.78,2944160,05/25/2015 12:00:00 AM
Vegetables,Matoke,823,249372,05/25/2015 12:00:00 AM
Vegetables,Mixed vegetables,2121144.33,691939080,05/25/2015 12:00:00 AM
Vegetables,Okra,8021.94,2307990,05/25/2015 12:00:00 AM
Vegetables,Patra/arrow root leaves,1478.14,477612,05/25/2015 12:00:00 AM
Vegetables,Pumpkin,0,0,05/25/2015 12:00:00 AM
Vegetables,Rhubarb,0,0,05/25/2015 12:00:00 AM
Vegetables,Runner beans,39065.1,12527396,05/25/2015 12:00:00 AM
Vegetables,Serenade,0,0,05/25/2015 12:00:00 AM
Vegetables,Snap peas,36878.23,14335768,05/25/2015 12:00:00 AM
Vegetables,Snow/mangetout,140549.71,62979827,05/25/2015 12:00:00 AM
Vegetables,Spinach/palak,28,21423,05/25/2015 12:00:00 AM
Vegetables,Sugar cane,30,10501,05/25/2015 12:00:00 AM
Vegetables,Sweet potatoes,0,0,05/25/2015 12:00:00 AM
Vegetables,Tindori/ivy guard,0,0,05/25/2015 12:00:00 AM
Vegetables,Tomato,0,0,05/25/2015 12:00:00 AM
Vegetables,Turia,271,76534,05/25/2015 12:00:00 AM
Vegetables,Turnips,85.68,51726,05/25/2015 12:00:00 AM
Vegetables,Valore,295,85183,05/25/2015 12:00:00 AM
Vegetables,Bean processed,13660,2061961,05/25/2015 12:00:00 AM
Vegetables,Snow/mangetout,0,0,05/25/2015 12:00:00 AM
Vegetables,Herbs,63479.67,29374972,05/25/2015 12:00:00 AM
Cut-flowers,Anthurium leaves,208,31945,06/25/2015 12:00:00 AM
